id,tweet,class
3465,usairway clt baggag crew deserv kudo run make connect bag still made customerservic,positive
3466,unit flight,neutral
3467,usairway delay,negative
3468,southwestair tri fli nashvill tomorrow look,neutral
3469,unit chang crazi youragentshavenoclu,negative
3470,unit request upgrad ewr bom flight end may mile copay know upgrad,neutral
3471,unit hello got flight month ago constant think peanut anyway could send,neutral
3472,southwestair flight phl fll cancel flight flight avail done,negative
3473,southwestair possibl book refund trip will pay extra would domest round trip flight,neutral
3474,americanair cityandsand tri coordin airport hand nutella veryimportantproject,neutral
3475,usairway suggest proper inform dissemin staff time amp relev schedul prevent futur,neutral
3476,unit thank,neutral
3477,unit thank great flight gfc cheer,positive
3478,southwestair email address send thought experi realli good amp feedback,negative
3479,southwestair auto check holder come,negative
3480,jetblu wsj team offer flight access journal broadway world,neutral
3481,unit nope even better seat due amp first rais hand got move fast enough,positive
3482,usairway dividend mile credit card amp use book flight one bag free,neutral
3483,unit rebook disappoint wait whole day start vacat fare unit top notch servic,negative
3484,name enzo jetblu setorii well hello pooch name dog,neutral
3485,southwestair best custom servic,positive
3486,jetblu flight came late flight jetblu employe inform,negative
3487,southwestair get shit togeth owe bag,negative
3488,unit hard stay upset someon least tri show remors,negative
3489,unit book via howev gate rebook late flightr flight flight didnt earn pqd get,negative
3490,usairway got phone usair cancel flightl return flight miss flight way took care,neutral
3491,unit travel melbourn australia bogota colombia tomorrow,neutral
3492,southwestair thank agent board atl aus left wallet inbound found,positive
3493,unit thank upgrad pleas tri get compani approv busi class travel,positive
3494,virginamerica omg final,positive
3495,americanair tri ten time last night morn mani time tri meet make tonight atx,negative
3496,unit servic pretti much ruin day thank weak attempt,negative
3497,americanair friend flight jax dfw cancel flight,neutral
3498,southwestair updat flight bna today,neutral
3499,usairway flight wait weight balanc info past minut,negative
3500,jetblu one four flight trip time compani problem,negative
3501,southwestair consider,positive
3502,virginamerica great well deserv,positive
3503,virginamerica schedul sfo dal flight today chang due weather look like flight still,neutral
3504,unit staralli week ago awesom bright vibrant habitrail,positive
3505,southwestair late flight,negative
3506,unit would like know go current flight land,neutral
3507,usairway strike late flight crew trip mainten worth extra trip less hassl fewer delay,negative
3508,usairway made reserv onlin receiv confirm email bank said transact went help,negative
3509,usairway thank,positive
3510,unit final pls let connect leav conf npbhd,neutral
3511,southwestair today go day feel thank support throughout come home nashvill octavia,neutral
3512,americanair board today watch report unfold twitter still proud,positive
3513,jetblu fleet fleek lmao know white person said,neutral
3514,usairway delay max,negative
3515,americanair superyan hear last call board flight jfk hour ago good luck flight,neutral
3516,usairway chanc make,neutral
3517,jetblu hey check snow boston could predict thing,neutral
3518,southwestair next deal go happen poor colleg student tri fli orlando instead drive august lol,neutral
3519,unit layov canada schedul,neutral
3520,unit broken light min get bridg gate airplan park wrong bathroom empti last night airlin last hrs,negative
3521,americanair pleas improv busi extra flight reserv process book onlin centuri min hold,negative
3522,unit child birthdat full name,neutral
3523,didnt tweet nah jetblu fleet fleek,neutral
3524,southwestair thank help class act way see air,positive
3525,southwestair got call apolog person long wait last week tri rebook flight class act appreci,positive
3526,usairway bougth ticket fligth twice dont refund money big problem compani refund money dont pay back,negative
3527,jetblu must send note good word,positive
3528,unit cheer,neutral
3529,americanair thank,positive
3530,americanair let hope stay way big thank ground outsid crew across last month great post yesterday,positive
3531,southwestair thank respond,positive
3532,jetblu messag thank,positive
3533,unit sure drive total hour get bag like explain debacl one want talk,negative
3534,americanair great thank,positive
3535,usairway tri fli frm dca srq visit famili member hospic cancel flightl someon assist,negative
3536,usairway told get percentag everi plastic bottl sold around yout departur section turn heat,neutral
3537,southwestair credit expir month flight possibl way extend,neutral
3538,southwestair thank ella mae las counter go beyond help get back abq flight cancel flightl,positive
3539,southwestair vinyl part prize,neutral
3540,unit probabl least depend airlin western hemispher unit belong star allianc skyteam,positive
3541,jetblu martysg spoke corp custom support alreadi shame probabl reason cheaper resolut regard,negative
3542,unit book flight sept get best price april usa check cheaper con unhappi custom ripoff,negative
3543,jetblu land usual great flight wiyh great crew hello sunni west palm beach jetbluerock,positive
3544,jetblu still wait bag flight land hour ago,negative
3545,usairway put back hold hour complet unaccept,negative
3546,unit way help find flight las stuck dia sat plane hrs wait hour updat,negative
3547,southwestair hello talk southwestver say move sent voucher work help,neutral
3548,unit rebook cancel flightl paid first class ticket new seat pleas fix,negative
3549,unit mile earn explor card count toward lifetim mile,neutral
3550,virginamerica flight love field sfo definit cancel flightl monday februari,neutral
3551,unit yes therealavi instagram,positive
3552,americanair nicest peopl ever flight chicago thank david dean amp norma sedholm make feel comfort,positive
3553,americanair ticket book mile sorri sold ticket compani merg fix,negative
3554,jetblu touch neworlean annual heinekenusacorp nation distributor confer livethelegend,positive
3555,unit get follow fli christma,neutral
3556,jetblu thx confirm team awesom thank prompt amp help respons cheer less snow everyon futur,positive
3557,jetblu flier gain access wsj content analyst blog nasdaq,neutral
3558,unit yes part use del ewr use return flight cancel flightl due technic glitch oper,negative
3559,southwestair custom servic rude bother call idea go sigh heavili phone unbeliev,negative
3560,jetblu viraltech creat institut qualiti machin driven jetblu revenu predict analyt forecast use public big data,neutral
3561,jetblu glad see go fix professorpaul pleas confirm check,positive
3562,virginamerica cool pictur anoth virginamerica plane wing site,positive
3563,unit provid voucher one custom tweet day long earnedmybusi,positive
3564,southwestair call,negative
3565,jetblu spoken email team explain situat didnt seem matter anyon guess expect,negative
3566,unit thank epic servic alway pleasur outstand crew,positive
3567,southwestair flight oma den actual cancel flightl hold hour websit say conflict messag,negative
3568,jetblu flight ffl lga schedul departur,neutral
3569,jetblu unfortun hope catch one sometim near futur,neutral
3570,unit leav ord time week shame,negative
3571,usairway beamsk mayb hold minut would amaz,negative
3572,usairway one answer reserv phone line need book travel companion certif get,negative
3573,jetblu exact flight love jetblu realli want fli littl pricey basic mint bos sfo,positive
3574,southwestair line mile long sky harbor morn staff courteous expediti thank onechildfourbag,positive
3575,southwestair get companion pass,neutral
3576,jetblu amaz thank,positive
3577,americanair jimdaytv care less custom servic run bot,negative
3578,americanair yes thank check cramp got amp made safe fli back tomorrow,positive
3579,usairway follow,neutral
3580,southwestair hello flight take dallaslovefield airport noon suppos travel flight san antonio,neutral
3581,eatgregeat wow thx think greg heard sobewff amaz heard jetblu thx info teamnkh,positive
3582,americanair flight cancel flightl let know new flight info,negative
3583,usairway lol,positive
3584,unit thank respond prompt look forward kms drive offic file claim,positive
3585,jetblu delet tweet,neutral
3586,usairway star align connect flight delay clt made thank glad know someon listen time mobay,positive
3587,americanair pleas bring american airlin blackberri,neutral
3588,virginamerica thank see soon excit see expans destin spread wing,positive
3589,jetblu great servic pbi hpn thank,positive
3590,usairway best airway follow back pleas ________________________________________,positive
3591,virginamerica websit,negative
3592,jetblu pittsburgh,neutral
3593,americanair delta virginatlant need vacat ice,neutral
3594,usairway call find book tomorrow ask number email day info,negative
3595,jetblu thank,positive
3596,unit crew,neutral
3597,virginamerica know need spotifi stat guiltypleasur,positive
3598,unit perhap could fix answerthi,negative
3599,lord jetblu fleet fleek,neutral
3600,jetblu today famili get experi mosaic status lifeisgood,positive
3601,unit told wrong carousel number,neutral
3602,jetblu thank,neutral
3603,usairway standbi far two snow storm hit iowa tomorrow could stuck two day,negative
3604,americanair thank got differ flight chicago,positive
3605,unit think problem newark saturday due expect snow,neutral
3606,southwestair well got comp multipl bag made day,positive
3607,unit receiv confirm via email confirm ticket flight,neutral
3608,americanair disgust chicken entre ever seen standard serious nosediv newamerican,negative
3609,usairway glad peopl put coat storag area though would super unfortun leav floor,neutral
3610,southwestair fli precipit delta plane work airlin better charm tomorrow,negative
3611,jetblu sound great thank,positive
3612,jetblu would fli somewher hotter puerto rico come lol,neutral
3613,virginamerica sign bonus enrol elev,neutral
3614,usairway best follow pleas ______,positive
3615,southwestair excit last minut trip disneyland know yet,positive
3616,jetblu fleet fleek see,neutral
3617,jetblu also emerg exit seat huge win,positive
3618,southwestair may companion pass pleas,neutral
3619,unit wait min count get global servic someth go,negative
3620,unit staff refus let earlier flight cite check bag,negative
3621,usairway best gagent long time danni dfw clt appreci date kept irrop super profession,positive
3622,americanair thank shawn spectacular servic flt lhrdfw susan warm engag onboard welcom,positive
3623,unit best pilot ever thank guy great trip thatisal,positive
3624,southwestair glad know fli luv airlin tomorrow,positive
3625,unit thank help,positive
3626,jetblu good deal march look fli orlando,neutral
3627,southwestair would want last time screw earli board paid,negative
3628,southwestair guy jack price said price go lower smh,negative
3629,southwestair wifi come,negative
3630,jetblu appreci head flight delay crew stuck boston communicationfail dobetterjetblu,negative
3631,jetblu weepysweetmonti heard your plan let peopl fli overhead compart would,neutral
3632,usairway flight today show time onlin abl check call amp told cancel flightl put hold ago help,negative
3633,usairway travel advisori come carolina bad weather,neutral
3634,usairway americanair need check candi work flight iah phx usairway reason alway choos delta rude,negative
3635,southwestair hour degre differ yes pleas mht mco sadi,positive
3636,southwestair tweet weekend bad weather close custom relat center process refund cancel flight flight,negative
3637,americanair neglect mention fee per ticket medic reason still jump thru hoop,negative
3638,jetblu thank guy awesom,positive
3639,unit pleas updat go happen passeng flt cancel flightl,neutral
3640,southwestair love see girl get inspir becom pilot free albuquerqu event,neutral
3641,southwestair flight cancel flight tonight told receiv travel voucher inconveni realli polici,negative
3642,southwestair got ad thank,positive
3643,jetblu one yet,neutral
3644,southwestair boooo like airlin,negative
3645,southwestair look cheap flight vega,neutral
3646,unit free hotel make poor custom servic disregard,negative
3647,unit idiot design seat armrest remot amp rest elbow mix seatmat keep chang channel amp blast volum,negative
3648,americanair stuck tarmac clt gate open hope miss connect logist americanview,negative
3649,jetblu noth prais help ladi make flight chs tonight impress,positive
3650,southwestair pleas last ticket best friend destinationdragon,neutral
3651,southwestair well plane arriv pretti much time degre ground texa much complain,positive
3652,americanair yes thank found see gray tab first,neutral
3653,southwestair companion pass flyer airlin abus everi airport,negative
3654,americanair flight first flight,neutral
3655,usairway ive hold minut time want answer phone would great,negative
3656,southwestair thank,positive
3657,southwestair yall corpor number yall tri accommod,negative
3658,jetblu thank head hour delay sarcasm patienceiswearingthin woof,negative
3659,americanair coupl question your avail,neutral
3660,americanair upset cannot select seat tuesday flight onlin phone terribl custom servic pleas help,negative
3661,usairway thank,positive
3662,southwestair look forward fli swa friday luv airlin dtw mdw tus,positive
3663,jetblu wsj team offer flight access journal nassau news live,neutral
3664,usairway rebook tuesday arriv late flight tuesday start class cancel flightl trip,negative
3665,jetblu tell need way nyc might choos,neutral
3666,unit unit coupon make broken entertain system hour flight serious ridicul learncustomerservic,negative
3667,southwestair receiv awesom phone help jim today help switch around flight book point,positive
3668,americanair charact respond via formal letter trust plenti say,neutral
3669,unit offer flight cancel flight strand away home work,negative
3670,americanair space seat thank pilot back earli ohar think possibl snaord,positive
3671,usairway member staff phl gave excel custom care shame said past hour,negative
3672,unit differ airlin,negative
3673,southwestair reciev email memphi station hope bag,negative
3674,virginamerica wjere luggag slow lax,negative
3675,unit thank,positive
3676,southwestair crew flight awesom tell sent tweet mayb give free wifi canthurtask,positive
3677,unit current standbi lax hour ride palm spring long day start snowi philli,neutral
3678,jetblu denver boston flight boston denver flight plane visibl snack crumb seat upon board,negative
3679,southwestair alreadi book ticket august wait vacat,positive
3680,southwestair matt_e_boss long hold wait minut gave,negative
3681,usairway look like bag rescu thank,positive
3682,unit new plane wifi work entertain non exist new seat serious uncomfort realli unitedfail,negative
3683,usairway dca bna told need hrs worth mainten suppos leav sigh,negative
3684,jetblu thank messag tell wait day wait,neutral
3685,southwestair thank,neutral
3686,unit bag refer number indm thank look,positive
3687,usairway didnt,negative
3688,jetblu chanc summer,neutral
3689,jetblu challeng accept first crew member send pic chair get free ticket visit wager isitsummeryet,neutral
3690,americanair thank good back safe see soon,positive
3691,usairway absolut staff amaz,positive
3692,jetblu fleet fleek serious,neutral
3693,americanair well clear custom auh need get iah arriv dfw possibl retriev luggag iad,neutral
3694,southwestair arrang reimburs rental get,neutral
3695,southwestair let oversold earlybirdmeansnoth,negative
3696,americanair fluctuat took hrs call back end pay extra statement true,negative
3697,americanair flight prepar flight flytpa depart flyohar,neutral
3698,usairway least comfort thing pilot sit stationari plane hour realli know happen,negative
3699,virginamerica save tomorrow,neutral
3700,unit let see today hope time dept dullestostatecolleg runningonthreehoursofsleep delayedovernight,neutral
3701,unit yul ord,neutral
3702,jetblu hate,negative
3703,southwestair one plane thank take arizona,positive
3704,usairway wait trip thank get,positive
3705,jetblu port princ haiti continu food distribut medic suppli amp orphan care flyingitforward,neutral
3706,usairway question downgrad includ lose first class get money back,neutral
3707,americanair,neutral
3708,southwestair thank integr passbook io work much better,positive
3709,americanair final call back spoken like worst prank call ever,negative
3710,jetblu thank,positive
3711,usairway think stay airlin amp reschedul flight absorb fee cost flight,negative
3712,virginamerica plus ad commerci experi tacki,positive
3713,southwestair thank much complet made thing right,positive
3714,jetblu said let cross finger happen depart,neutral
3715,look forward use passbook fli southwestair week,positive
3716,americanair destin wait hour miss second flight luggag made flight though,negative
3717,americanair fortun flight wait area impress handl stress situat,positive
3718,unit hope,neutral
3719,jetblu wonder possibl colleagu get earlier flight lax jfk tomorrow help,neutral
3720,usairway amaz best follow pleas follow back ____,positive
3721,americanair,neutral
3722,unit guy realli custom servic clue could spent effort clear bin rollerboard instead art project mine,negative
3723,usairway top dozen ppl miss connect one person custom servic abysm,negative
3724,jetblu inde know go pittsburgh weekend draw crowd via jetblu,neutral
3725,usairway flight mco canld amp resch opt depart tom air allow cng return day sat sun penalti,neutral
3726,americanair thank pick time,positive
3727,jetblu flight one employe said reassign anoth said left want warm weather,negative
3728,unit win top mark custom servic via twitter turn poor experi posit mani thank effort,positive
3729,southwestair min answer wife babi need get flight arriv hrs prior pleas help venetia crook,negative
3730,americanair appreci,positive
3731,unit chang rno den non stop may late flight morn earli afternoon,neutral
3732,jetblu min respons time impress offici trueblu jetblu get social,positive
3733,southwestair make fli uno_basebal fun flight crew led plane sing happi birthday one guy luvintheair,positive
3734,jetblu okayyyi huge iron way promis shenanigan,neutral
3735,usairway alway happen airbus boe custom servic,negative
3736,usairway reserv flight companion certif mail certif verif thx,neutral
3737,usairway call amp wast hrs hold chang come divid award weather relat flightd flight disconnect pleas help,neutral
3738,jetblu airway add new charter flight cuba travel wire blog,neutral
3739,unit anoth countri pleas cancel flight reserv book swiss air,neutral
3740,jetblu fleet fleek,neutral
3741,jetblu anywher warm caus freez nyc,neutral
3742,southwestair got thank insight happen tomorrow,neutral
3743,southwestair wait thank respons,positive
3744,southwestair gimm,neutral
3745,usairway much check golf club flight might overs,neutral
3746,jetblu thank line move quick alreadi done,positive
3747,usairway landonschott fine realli like pick seat,positive
3748,jetblu ask slc checkin bag drop found dark blue blackish fit bit flex would lost around,negative
3749,virginamerica alway xoxo,positive
3750,usairway sure way help realli afford anoth hour pls follow,negative
3751,usairway res went maiden name marri doc maiden name henc problem,neutral
3752,unit stuck airport hour standbi cuz pilot show late flight pjs amp miss connectin flight tell nyfw,negative
3753,usairway know folk use airlin custom servic ever matter realli hate complain brutal,negative
3754,jetblu domest clear sit love termin need hour prior board thank,neutral
3755,jetblu haha thank guy great unlik nyjet gopatriot,positive
3756,virginamerica dhepburn said,neutral
3757,virginamerica thank,positive
3758,unit help add ktn reserv plz,neutral
3759,unit okay thank help appreci time,positive
3760,unit funni board pass said prioriti clear prioriti airlin,negative
3761,americanair mission accomplish today thank,positive
3762,jetblu thought thing sent,neutral
3763,southwestair congratul,positive
3764,unit desk attend state would sit awhil given clear lack communic seem norm,negative
3765,americanair continu win never miss flight nice littl quiet gate chang made possibl sheesh,positive
3766,like origin tri americanair happi pay differ,neutral
3767,unit mexico intern,neutral
3768,usairway thank told ground delay due snow,positive
3769,unit left comment custom care thank contact,positive
3770,unit thank abl claim interim expens cost stuff,positive
3771,usairway chairman prefer lifetim mile air reward firstclass upgrad americanair usual,negative
3772,southwestair trip month away consid around corner set chang,negative
3773,virginamerica getaway deal may one way lot cool citi cheapflight farecompar,positive
3774,americanair aww cool nice know still head one fave,positive
3775,americanair say go help give number call record hour wait time,negative
3776,southwestair michaelbcoleman thank make new direct flight san francisco,positive
3777,usairway americanair anyon answer phone today listen damn messag minut,negative
3778,americanair pretti bad dfw updat two flight behind door open breez america airlin worker,negative
3779,americanair one question wife get bonus call today,neutral
3780,unit pleas tell go make connect flight hare stl southbendinwher,neutral
3781,jetblu like follow jetblu,positive
3782,usairway plane mechan issu cant get get new flight miss connect flight,negative
3783,unit unrival access california flight airport nonstop one stop connect year round,positive
3784,southwestair want one,positive
3785,usairway stand gate min tri standbi miss connect help fli airway,negative
3786,unit club denver dope,positive
3787,americanair bet bird wish flown south winter lol,neutral
3788,unit thank would awesom,positive
3789,southwestair luv sing song final get plane back nashvill lovesouthwestair,positive
3790,unit btw virgin jetblu manag time departur time destin amp take away year old kid bag,negative
3791,americanair miss say goodby friend caus crappi servic swear never hear end americanairlin,negative
3792,usairway never fli usairway horribl experi terribl custom servic,negative
3793,usairway airport snow remov method keep good work folk cessna becom,neutral
3794,americanair better right thing take care cowboycerron el lose busi,negative
3795,americanair depend termin best option arriv depart breakfast burrito crave updat,neutral
3796,unit sit get delay oper find captain ridicul unit,negative
3797,unit gate chang minut flight roanok flight sous fall hare pain,negative
3798,jetblu true mayb wish expedit secur haha,positive
3799,southwestair flight nsw arriv flytpa follow flight mitchellairport,neutral
3800,jetblu sorri report stuck tarmac held notwheelsup,negative
3801,unit sincer thank pilot flight brave snow get home amongst mani cancel flightlat,positive
3802,unit mind get next flight,negative
3803,americanair sent,neutral
3804,jetblu would like actual email address follow thank,neutral
3805,unit feel well inform yes flight inde delay thank,negative
3806,unit boe star allianc short final heathrowairport amaz winter morn avgeek,positive
3807,americanair help,neutral
3808,virginamerica thank great flight boston pilot great job land snow back serious,positive
3809,southwestair noth ruin wet frustrat travel hour chang clean cloth,negative
3810,usairway tri establish polici thank,neutral
3811,unit thank,positive
3812,unit upgrd guess kit kat look tasti go near sandwich,negative
3813,southwestair,negative
3814,unit follow,neutral
3815,americanair tri less time today get touch servic desk begin est luck help,negative
3816,usairway servic phl abysm hour runway wait gate inform anywher miss connect abysm,negative
3817,jetblu readi see njb njb island weekend captur,neutral
3818,usairway happen frequent flyer mile earn merger complet,neutral
3819,southwestair time thank,positive
3820,jetblu love,positive
3821,americanair got gate time watch plane push back minut need glad weve relat nearbi,negative
3822,americanair phone line open hold hour check agent cannot help airport pleas help,negative
3823,southwestair look like bellagio good luck peopl see show vinyl,positive
3824,unit wrote got noth simpl thing ypu provid compens delay,negative
3825,southwestair shout flight crew take amaz care doubl flight thankyou,positive
3826,americanair gold status,neutral
3827,americanair deplan chang plane,neutral
3828,usairway custom servic fail today experi ensur best never util,negative
3829,unit deliv thank make sure arriv doorstep,positive
3830,usairway hold minut need help usair help,negative
3831,jetblu flight love redeem point littl year old histor limit,neutral
3832,usairway gate truck come,negative
3833,americanair tywint realli small thing detail make excel experi realli irrit one,positive
3834,jetblu let delay jfk inbound flight syracus realli ishouldhavedriven,negative
3835,unit great fare,positive
3836,jetblu phone rep min transfer ask wors rep ever,negative
3837,americanair need flight tonight anyth els,negative
3838,usairway work hard make sure thing flow smooth keep posit,positive
3839,usairway thank,positive
3840,jetblu well mine sure anyth write home,neutral
3841,southwestair pleas help check never expect make travel pain like rest sudden intlcheckin,negative
3842,jetblu name angel serious cool truli fantast servic,positive
3843,unit check boardingpass checkin bagag guess set,neutral
3844,usairway hour plane know maint issu ahead time announc anoth min plane,negative
3845,southwestair dont atlanta san fransisco present sale like last sale look return ticket,neutral
3846,usairway british_airway three hour flight delay phone min count,negative
3847,unit said take time know issu know wont fix,negative
3848,usairway accur safeti guid shown player usag takeoff land,neutral
3849,unit yesterday sort,neutral
3850,usairway possibl follow,neutral
3851,americanair flight dfw lit tomorrow cancel flightl next pls advis help,negative
3852,unit allow bypass receipt refund request form never receiv receipt email charg,negative
3853,bingo southwestair thank bring attent happi reach noah make right,positive
3854,usairway skys sunni air cold wait get clt,neutral
3855,southwestair stand las vega flight say time rep tell flight denver cancel flightl help,negative
3856,virginamerica omg omg__ nonstop dalla austin virgin_,positive
3857,southwestair ceo gari kelli america love flown airlin southwestr bwi bestemploye swacultur swapic,positive
3858,unit search flight redeem mile get differ search result user account reason,neutral
3859,usairway book flight prn websit,negative
3860,jetblu great flight alway thank great crew flight travel jetblu,positive
3861,jetblu thank,positive
3862,virginamerica ladygaga carrieunderwood love three realli beat classic,positive
3863,jetblu thank jetblu jetgreen jetr blue favorit color jet blue make better,positive
3864,usairway chang,neutral
3865,jetblu excit first time sunday march get fli jetblu flight mint jfk look forward,positive
3866,southwestair first pilot first offic galley flight,negative
3867,southwestair last chanc get destinationdragon ticket would die happi ___,neutral
3868,usairway final spoke person despit mind boggl wait time rep pleasant help kudo,positive
3869,unit eat airport areyounew incompet nonumb feeltheheat,neutral
3870,usairway guy luggag san jose suppos deliv hotel hour ago pleas contact,negative
3871,jetblu well said cancel flight system guess tri get plane boston confirm,negative
3872,unit pleas good weekend,neutral
3873,jetblu fleet fleek lol wow,positive
3874,jetblu also way get print one record keep whenev fli,neutral
3875,usairway help rerout trip,neutral
3876,unit sure unit info system,neutral
3877,usairway first class servic phl mco today flight attend catch name top notch,positive
3878,southwestair lost promis ring gave flight sfo sna infin silver band ring pleas help,neutral
3879,jetblu want room food allow agent refus give voucher use room book,negative
3880,unit work,negative
3881,usairway pleas,neutral
3882,jetblu servic baggag jfk incomprehens employe know luggag frm flight lax nyc wait,negative
3883,jetblu yes alway treat fli guy,positive
3884,usairway thank wiil write call travel agenc,neutral
3885,southwestair frustrat idea great crew thank happycustom,positive
3886,americanair usairway need report bbb_media complet disregard pay custom donotflywiththem,negative
3887,unit could email resent doesnt appear arriv,negative
3888,unit thank amaz airlin know treat custom guy rock,positive
3889,americanair cours compani job guy fail first place upgrad talk,neutral
3890,unit book return flight,negative
3891,jetblu spent hour morn hold custom support want confirm flight taken care,negative
3892,americanair thank final got afternoon,positive
3893,southwestair spare ticket vega would forev grate destinationdragon,neutral
3894,southwestair thank awesom flight connect delay staff crew pure amaz,positive
3895,jetblu cours,neutral
3896,unit thank great servic newark seat fix seat daughter fab land fort myer,positive
3897,unit final got help appreci,positive
3898,southwestair agre news one airlin fli away favorit dia newsbusi,positive
3899,jetblu look cool,positive
3900,usairway would appreci call regard horribl experi gate agent hold min hung,negative
3901,unit book flight start red eye lax bos reclin seat lastflightwithyouev,negative
3902,unit thank updat,positive
3903,jetblu done also look like open flight vega sunday,positive
3904,usairway direct number dividend mile account info everi time tri get actual hung,negative
3905,jetblu come,neutral
3906,americanair understand flight day go twice extra med diaper babi,negative
3907,americanair got lga safe thank take time make plane safe fli,positive
3908,usairway book award travel etihad dividend mile,neutral
3909,usairway want heard discuss mani issu trip,negative
3910,jetblu airway corpor insid trade updat rock hill daili,neutral
3911,southwestair wow thing better forgotten,neutral
3912,americanair flight veer ici runway dfwairport dfw flight cancel flight mon cowboycerron figur right,negative
3913,unit miss connect wrong citi bag palm spring hotel serious tire treat way,negative
3914,unit unfortun tumitravel xmas gift look like razor rip right front pocket pictur,negative
3915,southwestair one travel ask sister wait nephew midland flight eventu land,neutral
3916,unit silver elit two straight year group time get group mayb,neutral
3917,jetblu mission accomplish gave paulgordonbrown hug,positive
3918,unit soon go wait time gate empti msp airport flight min still count,negative
3919,southwestair better defin plus one smaller type item carri requir small backpack,neutral
3920,southwestair sincer cancel flight flight made drive hour get home,negative
3921,unit let know advanc reboot yes thank attent,positive
3922,usairway made send bloodi mari row,positive
3923,unit done thank,positive
3924,unit email address reach long,neutral
3925,jetblu fleet fleek happen,neutral
3926,unit thx updat,positive
3927,americanair thank yayayay,positive
3928,southwestair receiv birthday card amaz made smile joy nice video thank,positive
3929,southwestair anyth vega show pleas man,positive
3930,usairway keep think massiv practic joke someon gonna appear thin air take reno tonight,negative
3931,yes get disconnect due lack wifi strength americanair mauererpow reach gogo help david,negative
3932,americanair flight dalla tuesday go cancel flightl correct,neutral
3933,americanair check pls,neutral
3934,usairway done,neutral
3935,americanair expect flight dfw cancel flightl tomorrow afternoon,neutral
3936,americanair chang dest citi award reserv parti fee pax first rest,neutral
3937,southwestair haha thank explan,positive
3938,southwestair thx custom servic rep alex patient help reflight book problem cancel flight flight get tmrw,positive
3939,americanair name email aadvantag websit let reset password troubleshoot togeth thank,neutral
3940,unit annricord great appreci it__,positive
3941,usairway flight alreadi think airlin flight attend actual emphas vape still smoke,negative
3942,unit may true howev week matter still unresolv get supervisor manag help,negative
3943,usairway new market song let know think,neutral
3944,usairway long go make sit plane repair could least get beer,negative
3945,unit left ipad mco iad flight long hear back claim submit,neutral
3946,virginamerica first fare may three time carrier seat avail select,negative
3947,southwestair sent anoth drink coupon think coupon free drink anyon,positive
3948,unit phenomen frm gate sea gate iad,positive
3949,unit check onlin still wait line hour check counter fuckinlam naia_miaa,negative
3950,unit frontier,neutral
3951,unit outbound bag lbs bag return home bag lbs logic write machin human help requir,negative
3952,americanair thank updat,positive
3953,southwestair tradit use sledg hammer low take share drive scalpel approach data scienc anamarket,neutral
3954,americanair pleasur next flight wednesday milan itali midoexhibit see,positive
3955,jetblu great flight bahama even bad weather northeast thank great servic,positive
3956,jetblu agre frequent tweeter discount could fli see friend tinmanironman meggersrock,positive
3957,southwestair pleas make sens companion promo set,neutral
3958,southwestair unfortun even phone die chanc grab oma san,neutral
3959,americanair fli news,neutral
3960,usairway thank friend airway staff help get book various flight get home today almost,positive
3961,jetblu offer servic daytona beach new york albani busi review,positive
3962,unit want hotel room whiskey,neutral
3963,americanair boss,positive
3964,americanair get status updat flight go make home tonight,neutral
3965,jetblu thank,positive
3966,southwestair,neutral
3967,jetblu hell wait get hung speak rudeservic peopl,negative
3968,southwestair love,positive
3969,southwestair status bag check area ffl,neutral
3970,unit done done,neutral
3971,usairway want clog alreadi crowd line special meal request someon sort vegetarianproblem,neutral
3972,americanair yea worri go home denver fault weather suck bad,neutral
3973,southwestair thank link passbook might old news first flight,neutral
3974,virginamerica love take southwestair backyard consum win biz compet,positive
3975,jetblu sooo earlier said couldnt fli school trip,positive
3976,jetblu phone agent pls peggi pleasant inform deliv _____,positive
3977,americanair would like thank custom servic team respons cancel flightl flight offer cont,positive
3978,jetblu aha thank worri might seat airport tomorrow,positive
3979,southwestair see thank support padresst,positive
3980,jetblu delay almost hrs take jetblu good luck today realli frustrat,negative
3981,americanair add insult injuri pick real class act stick delta,negative
3982,jetblu thank jetblu credit nice save,positive
3983,usairway legitim say would rather driven cross countri flown airway,negative
3984,usairway hold min cancel flight reserv afternoon anoth way web tell call,negative
3985,southwestair btw weather delay beauti weather sunni california nolov noexcus cali,neutral
3986,virginamerica lot flight book site work phone wait minut,negative
3987,jetblu yes thank cater got load frustrat suppos,positive
3988,jetblu wish everyon felt like,positive
3989,southwestair worri got thru eventu curious best luck deal weather,positive
3990,jetblu thank help,positive
3991,unit realli charg check bag put differ flight still bag,negative
3992,jetblu thank much wait fli guy,positive
3993,jetblu ceo battl appeas passeng wall street,positive
3994,southwestair love air travel get easier,positive
3995,unit customerservic fail long time flyer switch airlin frustrat,negative
3996,southwestair unpleas experi phone one agent cancel flightl flight name amp agent,negative
3997,jetblu toss ticket great sure everi colleg student follow will rock wit,positive
3998,usairway despic flight plan lost sit tarmac hour min flight,negative
3999,unit lost bag never ever fli unit joke,negative
4000,unit great look forward respons,positive
4001,americanair clarkey_ done truck biggi,positive
4002,unit hour point let peopl plane foxnew cnn msnbc,negative
4003,southwestair wonder go open fare novemb,neutral
4004,jetblu also thank prompt repli realli impress brush much appreci,positive
4005,americanair group cancel flight close thousand flight monday,neutral
4006,americanair tri rebook flight cancel flightlat nightmar hung help rebook,negative
