id,tweet,class
1804,southwest southwestair fortunemagazin friendliest employe,positive
1805,unit unit go outbound flight last thur delay hrs long delay worstunitedflightsev,negative
1806,southwest southwestair chantilli pari franc,neutral
1807,airway usairway even accommod let fli anoth airport horribl servic fault,neutral
1808,delta jetblu book work ad upgrad seat need upgrad receipt,positive
1809,southwest southwestair roundtrip ticket need chang one leg trip nearbi airport possibl via websit,neutral
1810,southwest southwestair possibl chanc swa bring back servic lga bwi would make much easier connect west coast,neutral
1811,southwest southwestair yes pleas,positive
1812,unit unit lga ord get agent name argument baggag polici,negative
1813,american americanair origin destin date go airway connect flight direct flight award saver level,neutral
1814,delta jetblu brandssayingba well,positive
1815,southwest southwestair awesom librari,positive
1816,american americanair liar precipit day degre pacifi look like fool that problem admit suck,negative
1817,american americanair kind airlin guy run peopl got line first receiv hotel voucher terribl custom servic,negative
1818,delta jetblu flight njb jblu arriv flytpa follow flight westchest counti airport,neutral
1819,delta jetblu thank anyway southwestair back awesom rate amp amaz custom servic nomoreaggrav,neutral
1820,unit unit amaz fli mile unitedairlin amp allianc last year still got jilt status moneyelsewher,positive
1821,unit unit honest stop tri report thing via websit laugh flight work mile accru sure cosmet,positive
1822,southwest know southwestair,neutral
1823,airway usairway flt hrs late flight baggag see deliv suitcas wet insid amp nothappi,negative
1824,delta jetblu realli accept inform plane start charter bus take passeng jfk,negative
1825,american americanair tri switch flight current monday morn help,neutral
1826,unit unit look email chain one,neutral
1827,virgin america virginamerica first time fli tonight,positive
1828,unit unit peopl counter help see nobodi flight austin still sit,negative
1829,southwest southwestair thank time,positive
1830,delta jetblu thank alicia exceptionalservic,positive
1831,delta jetblu thank remind older flight taken easi access add point new account awesom servic,positive
1832,american americanair ignor,negative
1833,american americanair usairway next stop custom servic,negative
1834,unit unit zero concept custom servic connect delay,negative
1835,american americanair love travel plane peopl nice amaz pleas follow back love compani,positive
1836,airway usairway thank refund bag fee look forward return today hope,positive
1837,airway usairway fix asap,negative
1838,unit unit southwest mechan problem least gave round trip voucher step plate flight,neutral
1839,unit unit great thank,positive
1840,unit unit ethiopia adopt child need flight home add grr late flight earli need chang exist reserv,neutral
1841,southwest southwestair guy stop servic denver horribl get stuck everi time almost hrs,negative
1842,southwest southwestair love guy take airlin week make love appreci much onlywaytofli,positive
1843,unit unit thnx,positive
1844,southwest southwestair flight empti rude,neutral
1845,american americanair happen combin top chef amp beauti san miguel allend late flightst food blog,neutral
1846,delta jetblu guy get rid hip hop station sirius,neutral
1847,unit unit oper unit heathrow newark flight,neutral
1848,southwest southwestair text flight denver tmrw cancel flightl hold hour tri get help flight,negative
1849,american americanair done,neutral
1850,american americanair miami rio particip rcm_ofici repres cisnerosmedia yourstoryher,neutral
1851,delta jetblu thank still book trip slc see grand kid frustrat tri app web etc still love guy,positive
1852,american americanair bad rep loos costum luggag stop fli back,negative
1853,unit unit airlin alway told open cabin door close plane done time tonight,neutral
1854,southwest southwestair nashvill drive half hour memphi made plane load,negative
1855,american americanair despit chao still grate flight home,positive
1856,delta jetblu chang true blue point get phone,negative
1857,airway usairway one clt know runway issu inbound flight one delay connect left without stuck,negative
1858,southwest southwestair sister famili drive mile accommod rebook time manner horribl,negative
1859,southwest southwestair wow thing better forgotten,neutral
1860,virgin america virginamerica got newark home folk ewr incred letsgohom,positive
1861,delta jetblu fleet fleek,neutral
1862,southwest southwestair sent additon info,neutral
1863,unit unit costum servic denver intl airport ridicul bad,negative
1864,delta jetblu word thank,positive
1865,airway usairway travel question could pleas follow,neutral
1866,unit unit help take without miss galley cart one find pax seat last hour,negative
1867,unit unit took exact aircraft lax day ago fit problem agent today told nonsens polici chang,negative
1868,american americanair amen,neutral
1869,southwest southwestair wish would seen hour ago want see tonight bad cri,positive
1870,southwest southwestair murraysawchuck,neutral
1871,unit unit help done,negative
1872,unit unit flight strand tarmac chicago gate avail plane get hot uncomfort,negative
1873,unit unit thank catch conect,positive
1874,southwest southwestair respond specialolymp athlet notcool southwest,negative
1875,unit unit final made rep solv problem,positive
1876,southwest southwestair wifi stink mad hate got money refund,negative
1877,unit unit thank help,positive
1878,unit unit flight appear appli mileageplus account help,neutral
1879,southwest southwestair awwweesssooome,positive
1880,virgin america virginamerica fli love austin excel news,positive
1881,unit unit disgust unconscion treatment receiv tonight,negative
1882,unit unit one great airlin,positive
1883,unit unit realli tri today,negative
1884,airway usairway travel agenc said usairway accept refund money dont understand dont refund,negative
1885,southwest southwestair pleas tell today flight chicago dia cancel flightl thank,neutral
1886,unit unit want make day friend premier amp soon chanc upgrad two leg flight ecom plus,neutral
1887,unit unit uhuh group tri get nashvill iad today instead tomorrow preemptiv though,neutral
1888,american americanair sure thank,positive
1889,southwest southwestair ifthesneverstop still rock chart top hit,neutral
1890,delta jetblu austin,neutral
1891,airway usairway reserv agent phone great job,positive
1892,unit unit begin newark london heathrow rout may panynj boeingairplan froschtravel,neutral
1893,airway usairway thank help left messag dca lost found finger cross find,positive
1894,unit unit mexico intern,neutral
1895,southwest southwestair sinc becom passeng save row seat peopl late flightr board posit rude,negative
1896,american americanair second touchdown madrid airport april avgeek,neutral
1897,southwest southwestair possibl add travel arrang employ upcom travel retriev reserv,neutral
1898,delta jetblu fleet fleek,neutral
1899,delta jetblu well price flight oahu could best friend vincenzolandino,neutral
1900,american americanair dfwairport guy let,positive
1901,unit unit make sure done thank help huge race tri make sure goe smooth peac,positive
1902,airway usairway idea upset frustrat right sure follow never fli,negative
1903,southwest southwestair mine,neutral
1904,american americanair maryella_green receiv actual thank,positive
1905,delta jetblu thank,positive
1906,delta jetblu awesom thank hold,positive
1907,unit unit thank,positive
1908,delta jetblu airlin better system inform client flight cancel flightl last min schedul,negative
1909,unit unit make sure flight delay due poor mainten would start,negative
1910,delta jetblu flight delay still take time amp greet seat yes gum amp garbag,negative
1911,airway usairway good news got fix,positive
1912,unit unit follow pleas airlin beautiful,positive
1913,southwest southwestair thank,positive
1914,delta jetblu handl xjare question like social media pros good practic transport system run friend ai,positive
1915,american americanair attend correct complaint via twitter whoa brave new world live thank american air,positive
1916,unit unit nope even better seat due amp first rais hand got move fast enough,positive
1917,airway usairway exchang credit polici worthless shadier white hous dissatisfi nine right,negative
1918,unit unit yes paper voucher got januari,neutral
1919,delta jetblu still best,positive
1920,unit unit status flight bogot houston,neutral
1921,virgin america virginamerica wow blew mind,positive
1922,southwest southwestair thx op agt rich westagard flight att nanci den airport held flight even save seat bus select customersfirst,positive
1923,southwest southwestair especi mom ichangedyourdiap,neutral
1924,airway usairway flight morn flight thursday monday turn tuesday,negative
1925,airway usairway look fli rock time bird plane nah never mind rock,positive
1926,unit unit thank someth special,positive
1927,american americanair need help cancel flight upcom flight made aadvantag mile record locat hfjkto someon pleas assist,neutral
1928,unit unit lindsay darn terribl memori part know head back iad pit tonight,neutral
1929,american americanair unit need ticket number sinc rebook gave incorrect ticket number check help,negative
1930,airway usairway list baggag claim number call number ticket use ladi speed stick morn,negative
1931,unit unit delay flight mechan failur hrs runway amp hrs late flightr still lost bag amp resolut,negative
1932,unit unit log view reserv tri view specif reserv amp take back login page,negative
1933,delta jetblu tell day fli direct buf fll fll buf,neutral
1934,southwest southwestair heavenlychc least enjoy free cocktail two,positive
1935,american americanair british_airway week ago today arriv miami still bag absolut disgrac,negative
1936,virgin america virginamerica websit,negative
1937,unit unit thank appreci prompt respons passeng,neutral
1938,american americanair sure certain chilli back east today,neutral
1939,airway grace god made usairway __rwg__ power hope make flight,positive
1940,unit unit boe star allianc short final heathrowairport amaz winter morn avgeek,positive
1941,delta jetblu thank,positive
1942,american americanair status flight sju,neutral
1943,delta jetblu airway continu various commerci relationship lufthansa capa_avi,neutral
1944,virgin america virginamerica moodlight way fli best experi ever cool calm moodlitmonday,positive
1945,unit unit cheertymedad gee like almost care ppl think int trust adult daughter,neutral
1946,american americanair thank charg anyth end good,positive
1947,unit unit thank,positive
1948,delta reliev fli jetblu listen everyon neighbor gate bitch spirit airlin better,positive
1949,unit unit fli southwestair never issu,positive
1950,airway usairway decid good sport give guy anoth shot flight delay,negative
1951,virgin america virginamerica great well deserv,positive
1952,unit unit bad anoth unforese oper issu return flight,negative
1953,american americanair yesterday phone,neutral
1954,southwest southwestair thank get paradis safe,positive
1955,american americanair alway enjoy time plane dfw,positive
1956,southwest southwestair site gmail facebook etc,neutral
1957,delta wow jetblu fleet fleek,neutral
1958,unit unit saturday morn man die ebola,neutral
1959,american americanair awesom thank,positive
1960,american americanair mind fee told chang name ticket,negative
1961,delta jetblu spent winter nni mom jetblu take home via bos mon miss hubbi kitti warm countingdown,neutral
1962,southwest southwestair app error say click click hyperlink,negative
1963,american americanair lot plate flight deal cancel flightlat weather tonit import know respond,positive
1964,southwest southwestair thank take notch leinenkugel craftbeer goodflight norfolk_,positive
1965,southwest southwestair thank guy best,positive
1966,airway usairway vega babi good time vega lol,neutral
1967,unit unit phone number custom servic question,neutral
1968,virgin america virginamerica understand help thx comp,positive
1969,southwest southwestair let,negative
1970,delta jetblu acc phone iphon broke would rather chang late flightr,neutral
1971,southwest southwestair accept appl passbook app board pass app work iphon amp ipodtouch ipad,neutral
1972,unit unit kurt crew amaz today made son birthday kind hope fli soon,positive
1973,unit unit thank quick respons cannot follow well,neutral
1974,airway great manag usairway twitter account thank,positive
1975,delta jetblu look cool,positive
1976,unit unit nope case either time,neutral
1977,unit unit flight sime rudest flight attend run drink card flashlight drop noapolog,negative
1978,airway usairway flight nuw arriv flytpa follow flight phlairport,neutral
1979,unit unit wanna grand staff,positive
1980,southwest southwestair love alway get best deal,positive
1981,unit unit frustrat delay happen either gate even onboard aircraft head advanc,negative
1982,southwest southwestair thank,positive
1983,airway usairway custom servic depart intent ignor email queri badservic usairway,negative
1984,southwest southwestair fsve correct attend error gave attitud made rude show take back nut amp said well late flight,negative
1985,unit unit renoairport direct flight houston reno begin see day march,neutral
1986,american americanair care could someon call explain go,negative
1987,unit unit custom servic,negative
1988,southwest southwestair thank great custom servic far accid happen understand hope everyth work,positive
1989,unit unit airlin abus expens video equip overcharg privileg via robthecameraman,negative
1990,unit unit premium upgrad paid amp mileag upgrad done prem eco upgrad fare refund,neutral
1991,delta jetblu appli job pdw could follow realli love job ilovejetblu,neutral
1992,virgin america virginamerica troubl ad flight wife book elev account help,negative
1993,virgin america virginamerica know suicid second lead caus death among teen,neutral
1994,airway usairway holdup look anoth flight,negative
1995,american americanair thank info number call speak person go take hour type,neutral
1996,unit unit chang airport actual get flight flight fay cancel flightl twice taxi ride rdu reimburs,negative
1997,southwest southwestair kid mission trip lasall strand orlando area get back bos pvd till wednesday,neutral
1998,unit unit chang entir flight plan vacat alon day night earli nowher stay help,negative
1999,american americanair disgust chicken entre ever seen standard serious nosediv newamerican,negative
2000,airway usairway last time use airlin promis,negative
2001,virgin america virginamerica group got cancel flightlat fee waiv ticket book rep help either,negative
2002,delta jetblu current check bag price polici fli come week find anyth definit,neutral
2003,unit unit gate definit full park wheel chock custom servic call unmet arriv,negative
2004,american americanair point need tell passeng go jfk wait get flight mess,negative
2005,delta jetblu oki doke know fix,positive
2006,southwest southwestair look forward fli swa friday luv airlin dtw mdw tus,positive
2007,unit unit sorri cold chicago see mean take minut prioriti bag show carousel,negative
2008,unit unit solv final pick second time call thank respons dull work,positive
2009,airway usairway add ktn exist reserv,neutral
2010,southwest southwestair kudo rep patricia gate sunday morn chicago midway mdw,neutral
2011,unit unit serious wait hour plane flight leav leav plane great great,negative
2012,unit unit lost loyal custom mileag plus card holder could driven florida quicker way worst trip ever,negative
2013,delta jetblu min respons time impress offici trueblu jetblu get social,positive
2014,unit unit flight lax iad back row clean prior board gross find use tissu seat pleas,negative
2015,delta like baejet airway amirit jetblu terrybrokebad right back,neutral
2016,unit unit knew flew virginamerica lol,negative
2017,airway usairway cool sweetingr told rout bag told leav last night need race,negative
2018,airway usairway idea thank,neutral
2019,virgin america virginamerica wonder guy reciev abl potenti respond asap,neutral
2020,airway usairway site show time flightawar site show delay tri decid get ice catch flt phx,negative
2021,unit unit partner book individu reserv flight silver share premier privileg somehow,neutral
2022,delta jetblu wear truebluecolor,positive
2023,airway usairway link broken onlin baggag locat alreadi tri gave use inform,negative
2024,american americanair thank get back find airlin futur,negative
2025,airway usairway pleas help find luggag sinc one lost custom servic suck,negative
2026,southwest southwestair hold hrs got cutoff cancel flightl flight get book cruis florida terribl custom servic,negative
2027,delta jetblu celebr year anniversari new liveri digit journal,neutral
2028,american americanair thank good back safe see soon,positive
2029,unit unit guy made day treat well thank,positive
2030,virgin america virginamerica ladygaga carrieunderwood great carrieunderwood,neutral
2031,delta jetblu sinc angri tweet airlin appar read mind could bitch thank credit,positive
2032,delta jetblu okay thank check,positive
2033,airway usairway never travel insan storm inevit make hold add lap child badservic,negative
2034,american americanair yes,neutral
2035,american americanair tri alreadi wait list call back hourwaitsuck,negative
2036,american americanair cost day vacat got rude woman tell anoth countri figur get,negative
2037,airway usairway thank busi time,positive
2038,unit unit compens delay caus fact enough flight attend,negative
2039,american americanair help,negative
2040,virgin america virginamerica thank take care suuperg flight rockstar travel,positive
2041,airway usairway late flightr flight charleston leav flight schedul earlier wrong,negative
2042,unit unit look like came thank help,positive
2043,unit unit thank listen compliant right thing appreci work,positive
2044,unit unit found flight airfarewatchdog,neutral
2045,southwest southwestair multipl attempt final abl submit late flight last night,negative
2046,american americanair worst flight custom servic second time cancel flight gotta pay hotel find ride,negative
2047,southwest southwestair yes destinationdragon san diego,neutral
2048,american americanair get ahold aadvantag reserv need ticket reserv cancel flight soon help,neutral
2049,american americanair cancel flightl wife flight call servic even let go hour,negative
2050,airway usairway lot fun remov top list manual read bottom thank club agent thank lot asha dca,negative
2051,unit unit fli msp dxb child turn trip buy return ticket child,neutral
2052,airway usairway wait flight right thank,positive
2053,unit unit pleas robin ewr premier desk help get earlier flight work huge thank,positive
2054,american americanair dfwairport got rebook onlin app,neutral
2055,delta kudo well deserv wish rest jetblu experi today measur exampl,positive
2056,unit unit let email board pass,neutral
2057,american americanair tri book anoth airlin wish flown stuck til wed,positive
2058,american americanair get new crystal ball cancel flight flight weather hit rebook flight look like night hotel,negative
2059,american americanair sure rebook line airport tri work earlier get sfo better,negative
2060,delta jetblu fleet fleek ihop start,neutral
2061,southwest southwestair fkqw conf thank repli,neutral
2062,delta jetblu ceo battl appeas passeng wall street waterburi republican american,neutral
2063,airway usairway thank alway good follow,positive
2064,airway usairway pleas help need plane wait elmira tarmac baggag took still thru custom,negative
2065,southwest southwestair thank much make night cannot wait trip next week,positive
2066,american americanair wow help,positive
2067,unit unit sent thank,positive
2068,unit unit cancel flightn left fend flt came late flight get runaround hrs employe blame previous,negative
2069,delta jetblu mission accomplish gave paulgordonbrown hug,positive
2070,delta jetblu know confirm number name flight attend supervisor,neutral
2071,american americanair one get hold get past autom repli hang frustrat,negative
2072,delta jetblu fabul pleas,positive
2073,delta jetblu thank servic credit pamgrout posit thought,positive
2074,southwest southwestair flymidway minut wait bag need sunday night,negative
2075,southwest southwestair great day air,positive
2076,american americanair look status flight schedul tomorrow morn thank,neutral
2077,delta jetblu intern bleed foot fli next tuesday leed come random,neutral
2078,delta jetblu worri gonna share row,neutral
2079,southwest southwestair destinationdragon favorit band met bestfriend thank would life chang see,neutral
2080,southwest southwestair lot piss hungri tire peopl stuck midway hour schedul departur inexcus,negative
2081,unit unit fact receiv board pass,neutral
2082,unit unit arriv two hour late flight clt sit tarmac move plane gate unhappi custom,negative
2083,unit unit definit compliment realli thought bag lost sent anoth airport end happi custom,positive
2084,unit unit listen lowest provid inflight wifi get time,negative
2085,southwest southwestair nice touch passbook integr,positive
2086,southwest southwestair consider,positive
2087,airway usairway american eagl plane use clt rdu disgust asham disgust,negative
2088,unit unit omg bag yyzua enough shenanigan alreadi get real old real quick,negative
2089,delta jetblu happi anniversari hard believ young,positive
2090,american americanair alreadi made arrang,neutral
2091,airway usairway thank yet see keep link check back appreci,positive
2092,southwest southwestair hour half came back damag happi,negative
2093,southwest southwestair companion pass broken today purchas error invalid_loyalty_member_account_status vyilxklrogf j_a,neutral
2094,delta jetblu grandma ella would love birthday greet flight crew stewardess eastern airlin,neutral
2095,delta jetblu fleet fleek ________,neutral
2096,airway usairway want get home wednesday joke hrs cancel flightlat delay enough,negative
2097,southwest southwestair time estim luggag sure fill survey,negative
2098,airway usairway flight alreadi think airlin flight attend actual emphas vape still smoke,negative
2099,american americanair dotnetn two hour wait exp sit jfk phx flight comput shot lax flight,negative
2100,american americanair flight veer ici runway dfwairport dfw flight cancel flight monday flightawar say,negative
2101,southwest southwestair great flight cabo last week famili smoothflight frequentfly,positive
2102,american americanair thank,positive
2103,airway usairway thank whole team time flight despit inclement weather,positive
2104,unit unit bag lost travel unit pleas someth,negative
2105,airway usairway americanair bring guinea pig small pet carrier onboard flight,positive
2106,virgin america virginamerica big love gratitud mpower werin oscar vipswagbag avalonhollywood,neutral
2107,southwest southwestair report file would like support activ search feel pretti passiv info comput precious,negative
2108,delta jetblu lmfao love,positive
2109,american americanair thank respons much appreci,positive
2110,airway usairway thank,positive
2111,airway usairway yes thank great job turn flight jan,positive
2112,airway usairway three month mile credit one go read email sent,negative
2113,airway usairway follow,neutral
2114,american americanair thank upgrad today get new flight first one cancel flightl,positive
2115,southwest southwestair need help cancel flight flight back call time ridicul,negative
2116,southwest southwestair tho ___________,neutral
2117,airway usairway tell clt jan gotten gate yet tight connect clt mco,neutral
2118,virgin america virginamerica ladygaga carrieunderwood ladi gaga amaz,positive
2119,american americanair bet bird wish flown south winter lol,neutral
2120,southwest southwestair airlin peopl screw board pass way back puerto vallarta horribl,negative
2121,american americanair employe rude unwil help mile rotten cherri top dog shit sunday nocareforcustom,negative
2122,american americanair destin wait hour miss second flight luggag made flight though,negative
2123,unit unit updat power outlet seat back tvs yet fli ord tokyo narita,neutral
2124,virgin america virginamerica fli life happen tri chang trip jperhi help home page let,neutral
2125,delta jetblu thank hang tampa airport forev today realli awesom experi,positive
2126,delta jetblu cinziannap thank like quick respons twitter,positive
2127,virgin america virginamerica great news america could start flight hawaii end year via pacificbiznew,positive
2128,virgin america virginamerica funni stori websit broken miss javascript stylesheet checkin process dislik,negative
2129,southwest southwestair airlin much say care see much right suck,negative
2130,airway usairway sinc jan flight disrespect clt flt feb dca ask herba question,negative
2131,unit unit one check bag check edinburgh howev charg random newark,negative
2132,southwest southwestair know beyond awesom pair ticket imaginedragon show atl girl dream destinationdragon,positive
2133,american americanair love much plane pleas follow back amaz bussin,positive
2134,airway usairway cust svc line charlott agent better game,neutral
2135,american americanair thank get flight hold cancel flight,neutral
2136,southwest southwestair may want direct peopl furryfiesta tok,neutral
2137,southwest southwestair thank flight go nashvill guy rock disneyprincesshalfmarathon girlsweekend bffs,positive
2138,southwest southwestair temporari site glitch longer offer flight grr geg feb find onlin,neutral
2139,delta jetblu good address send feedback email,neutral
2140,unit unit rikrik__ made come help anyth free ticket convinc,neutral
2141,southwest southwestair ohk thank inexpens airfar southwest travel around,positive
2142,unit unit hey awesom thank repli fill form americanair,positive
2143,virgin america virginamerica applic io look saw virgin mexico,neutral
2144,southwest southwestair disappoint blatant disregard busi select custom becom problem push,negative
2145,southwest southwestair unveil new rout includ ohio via usatoday,neutral
2146,southwest southwestair sorri spam would awesom see imaginedragon vega help would absolut amaz,positive
2147,american americanair pull away gate get departur time leav tarmac claim power issu magic repair,negative
2148,delta jetblu flight bos tampa takeoff min late flight,negative
2149,american americanair twitter,neutral
2150,southwest southwestair piec found safe deliv home afternoon,positive
2151,unit unit alway help communic custom,negative
2152,southwest southwestair thank tip,positive
2153,airway usairway believ keep custom happi especi mistak made part,negative
2154,unit unit group line get longer everi week almost one left group anymor time make explor card group,neutral
2155,airway usairway brother amp famili strand clt tonight gate agent hold plane two minut drive bad weather,negative
2156,southwest southwestair awesom thank guy rock,positive
2157,unit unit orthodoc call flight glad servic,positive
2158,unit unit flight tomorrow,neutral
2159,unit unit flight,neutral
2160,virgin america virginamerica first time fli virgin went sanfrancisco thank smooth ride easili new fav airlin,positive
2161,unit unit confirm gcvwj pleas way make kailua tonight thank,neutral
2162,airway usairway hold let use companion voucher onlin,negative
2163,delta jetblu anoth awesom telephon experi jetblu thank cori greatcustomerservic,positive
2164,airway usairway dca bos cancel flightl make wait hour fli usair everi week upgrad status proactiv,negative
2165,delta jetblu thank,positive
2166,unit unit still wait respons whether allow use rear face car seat erj,neutral
2167,unit unit day one flight roundtrip,negative
2168,american americanair origin destin date go airway connect flight direct flight award saver level,neutral
2169,southwest southwestair wife flight dal got cancel flightl find option get back home phx dal,negative
2170,virgin america virginamerica flight home sunset globe backtowint back work refresh,positive
2171,unit unit denairport unit snowi denver,neutral
2172,american americanair depend termin best option arriv depart breakfast burrito crave updat,neutral
2173,delta jetblu fli denver march flight itenari keep get chang heck book trip month ago,negative
2174,delta jetblu thank,positive
2175,american americanair,neutral
2176,southwest southwestair flight cancel flightl stuck day paid board refus honor reschedul flight,negative
2177,american americanair great thank follow,positive
2178,unit unit thank abl app still custom servic seen yyz,negative
2179,american americanair might look wife travel much could use membership,neutral
2180,delta jetblu airbus wow awesom video guy great work blueman corevalu passion aerojobmarket avgeek,positive
2181,unit unit sinc get good transcontinent flight pleasur relief,positive
2182,unit unit pls follow,neutral
2183,unit unit alreadi email know expedi contact pleas advis thank,neutral
2184,unit unit flight promo includ brian william tough edit quick complaint observ,neutral
2185,airway usairway go take hour okay usair okay ruin everyth,negative
2186,american americanair hey happen zurich jfk appear squawk land london heathrow,negative
2187,unit unit workin wait repli,neutral
2188,southwest southwestair emboss badg patch superior one current use,neutral
2189,unit unit realli bump gold status ask pay keep get fewer mile worth,negative
2190,delta jetblu digg,neutral
2191,southwest southwestair follow,neutral
2192,unit unit thank took care everyth made right experi use open app find flight chang,positive
2193,virgin america virginamerica status match program appli three week call email respons,negative
2194,american americanair thank,positive
2195,airway usairway great flight delay thank,positive
2196,southwest southwestair damn cold sit runway heat,negative
2197,unit yes thank much unit whitterbug see spoke reserv team reinstat flight thank,positive
2198,airway usairway yes flight attend wonder btw secur tray tabl flail,positive
2199,delta lord jetblu fleet fleek,neutral
2200,airway usairway liter worst fli experi life flown lot,negative
2201,delta jetblu fleet fleek refrain want say,neutral
2202,american americanair could even see tri make transact offer price tri purchas,negative
2203,airway usairway certain impress,neutral
2204,delta jetblu start includ pto getaway packag,positive
2205,delta jetblu book flight outdat forc opt verifi visa nonsens help girl want get sxsw,negative
2206,american od glad americanair bet bird wish flown south winter,neutral
2207,unit unit start daili flight newark frankfurt airport_fra replac jul avgeek,neutral
2208,american americanair call chairman call emerald today call former custom,negative
2209,airway usairway suppos need tweet everyon horribl airlin take notic let tri rout,negative
2210,southwest southwestair readi mayweatherpacquiao vega may,neutral
2211,southwest southwestair life noc,neutral
2212,delta jetblu celebr year anniversari new liveri cnnmoney,neutral
2213,unit unit abl get moon flight got hotel puerto rico thank,positive
2214,unit unit thank touch,positive
2215,southwest southwestair happili flight delay cockpit visit blew four old mind thank cap,positive
2216,delta jetblu hawaii get somewher warm amp find good flyitforward,positive
2217,southwest southwestair kudo crew flight grr make special memori sweet young passeng momma well done,positive
2218,unit unit free booz bach parti would make better ord msi delay enjoy either way thank,positive
2219,delta jetblu drop take two peopl vice versa back forth,neutral
2220,southwest southwestair guy gonna give away ticket imaginedragon vinylvega destinationdragon,neutral
2221,unit unit two year old birthdat,neutral
2222,virgin america virginamerica thank check ticket purchas custom happi,positive
2223,delta jetblu definit kind fli jetblu,positive
2224,airway usairway travel advisori come carolina bad weather,neutral
2225,american americanair refus custom will pay upgrad half first class empti,negative
2226,delta jetblu chang air travel investor bloombergnew,neutral
2227,airway usairway long take receiv ticket americanair itin book via flight,neutral
2228,delta would great never thought sort realli make fli experi bearabl jetblu,positive
2229,american americanair rebook get notifi cancel flightl,negative
2230,american americanair airport hrs told noth anyon rep said wait mechan finish lunch,negative
2231,southwest southwestair possibl add companion leg trip,neutral
2232,southwest southwestair airlin understand militari famili unpredict chang pound,positive
2233,southwest southwestair idea tsa pre check show next flight tomorrow number profil,neutral
2234,unit unit servic suck mexico houston final realiz snack inst work cheap,negative
2235,virgin america virginamerica flight leav dalla seattl time feb,neutral
2236,unit unit final arriv bogota good long flight,neutral
2237,airway usairway know custom servic thank start week vacay amaz note thank sarita,positive
2238,delta jetblu much trip warm island samchampion,neutral
2239,delta jetblu airway reveal blueman liveri travelpuls,positive
2240,airway usairway understand attempt chang inform ident tell call,neutral
2241,unit unit appear six flight calgari tomorrow correct,neutral
2242,unit unit anoth delay unit flight surpris upset most disappoint cancel flight trip dad,negative
2243,southwest southwestair great thank best luck deal horribl winter,positive
2244,unit unit seat hrs insid flight iad delay offer water amp cooki busi class fail,negative
2245,unit unit cool thank,positive
2246,virgin america virginamerica cancel flight flight today precipit scare,negative
2247,delta jetblu gettin fanci mint lieflat nice work menu saxonandparol lobstermac bloodymari jetsett,positive
2248,airway usairway thank,positive
2249,american americanair loganex except call get messag trust tri,negative
2250,american americanair wow regina told file request lost bag statement finish travel get argg,negative
2251,delta jetblu wish everyon felt like,positive
2252,delta jetblu wish would make austin hub miss airlin biz travel sinc move bos,positive
2253,airway usairway gate agent clt forc check bag amp proceed allow larger bag huge inconveni travel plan,negative
2254,delta jetblu yes file yesterday around noon claim number contact yet,negative
2255,american americanair tri ring told tri late flightr suppos leav hour,negative
2256,delta jetblu fli jet blue,positive
2257,unit unit get better suggest get senior manag gate retrain gate peopl,negative
2258,airway usairway feb kim say leav minut paperwork done wheel hour late flightr,negative
2259,unit unit least ord wait deplan catch clt chanc wait last second,neutral
2260,southwest southwestair see worker time time go beyond love fli guy thank,positive
2261,airway usairway yes work firefox everyth finish purchas button turn gray never submit coupl week,negative
2262,american americanair one agent help stagnant line almost custom super,negative
2263,southwest southwestair think flight bna lax get ground tomorrow pleas snowbama,neutral
2264,southwest southwestair thank much your amaz go cri omg,positive
2265,delta jetblu ceo battl appeas passeng wall street waterburi republican american,neutral
2266,delta jetblu middl seat sfo bos fun keep get credit would much rather work,negative
2267,virgin america virginamerica thank best custom servic left industri,positive
2268,delta jetblu famili excit see too____,positive
2269,unit unit almost major accid pass inform wait plane,negative
2270,delta jetblu absolut girlfriend flight book problem mexico flight next day two send tweet done,neutral
2271,southwest southwestair awesom send,positive
2272,unit unit stand joke find humor,negative
2273,american americanair hope,neutral
2274,delta jetblu good inflight wifi,neutral
2275,airway usairway great thank,positive
2276,american americanair left orlando line standbi land prioriti member get first avail seat awesom,negative
2277,unit unit love new class breakfast,positive
2278,southwest southwestair hey follow question,neutral
2279,delta thank hope look like complain written good experi past make termin jetblu,positive
2280,unit unit given,negative
2281,virgin america virginamerica fav airlin,positive
2282,virgin america virginamerica twitter team guy kill reschedul asap thank,positive
2283,american americanair btr train gate agt frequent flyer amp nvr issu bag day forc gate check prioriti board,negative
2284,delta jetblu friend engag person handl clarifi question baggag fee well took interest,positive
2285,southwest southwestair fli flight tonight pbi board posit overbook realli want bump,neutral
2286,american americanair address issu hold min speak agent,negative
2287,unit unit one ladi help luggag,positive
2288,virgin america virginamerica flight lga dfw time,neutral
2289,american americanair chang dest citi award reserv parti fee pax first rest,neutral
2290,unit unit yall tri littl bitti plane fli boston hate littl plane,negative
2291,american americanair employe racist,negative
2292,virgin america virginamerica awesom deal dal aus way,positive
2293,airway thank usairway trip screw ive move meet dinner still nyc yet,negative
2294,airway usairway back gate opposit wheel sure get thete eventu thank,positive
2295,virgin america virginamerica elevategold good reason rock,positive
2296,american americanair delta virginatlant need vacat ice,neutral
2297,delta jetblu bet,positive
2298,american americanair thank get back find airlin futur,negative
2299,virgin america virginamerica book flight hawaii,neutral
2300,american americanair travel infant check carseat free provid bag someon told want confirm,neutral
2301,american americanair plot thicken plane ground crew get gate appar weather larg number,negative
